alert_id,date,value,baseline,pct_change,zscore,severity,alert_message
A41,2025-01-05,108599.0,122607.14285714286,-0.1142522575007282,-0.19177406238073133,MEDIUM,"MEDIUM ALERT — Revenue_d deviated on 2025-01-05
Actual: 108599.00 | Baseline: 122607.14
Drop: -11.4% | Z-score: -0.19
Reasons: Percent drop: -11.4%"
A43,2025-01-05,112358.0,129938.28571428571,-0.13529719603152263,-0.2508195169426488,MEDIUM,"MEDIUM ALERT — Revenue_d deviated on 2025-01-05
Actual: 112358.00 | Baseline: 129938.29
Drop: -13.5% | Z-score: -0.25
Reasons: Percent drop: -13.5%"
A56,2025-01-06,14558.0,117682.57142857143,-0.8762943414366492,-1.2496136574617716,HIGH,"HIGH ALERT — Revenue_d deviated on 2025-01-06
Actual: 14558.00 | Baseline: 117682.57
Drop: -87.6% | Z-score: -1.25
Reasons: Percent drop: -87.6%"
A59,2025-01-06,92928.0,117642.28571428571,-0.2100799518151879,-0.2994249403399682,HIGH,"HIGH ALERT — Revenue_d deviated on 2025-01-06
Actual: 92928.00 | Baseline: 117642.29
Drop: -21.0% | Z-score: -0.30
Reasons: Percent drop: -21.0%"
A50,2025-01-06,112883.0,125806.28571428571,-0.1027236885733622,-0.16975960413718055,MEDIUM,"MEDIUM ALERT — Revenue_d deviated on 2025-01-06
Actual: 112883.00 | Baseline: 125806.29
Drop: -10.3% | Z-score: -0.17
Reasons: Percent drop: -10.3%"
A54,2025-01-06,29337.0,145185.2857142857,-0.7979340684858856,-1.5011198939936437,HIGH,"HIGH ALERT — Revenue_d deviated on 2025-01-06
Actual: 29337.00 | Baseline: 145185.29
Drop: -79.8% | Z-score: -1.50
Reasons: Percent drop: -79.8%"
A67,2025-01-07,93688.0,156771.0,-0.4023894725427534,-0.7696688540977975,HIGH,"HIGH ALERT — Revenue_d deviated on 2025-01-07
Actual: 93688.00 | Baseline: 156771.00
Drop: -40.2% | Z-score: -0.77
Reasons: Percent drop: -40.2%"
A66,2025-01-07,100577.0,139424.42857142858,-0.2786271313389435,-0.49401345852252504,HIGH,"HIGH ALERT — Revenue_d deviated on 2025-01-07
Actual: 100577.00 | Baseline: 139424.43
Drop: -27.9% | Z-score: -0.49
Reasons: Percent drop: -27.9%"
A62,2025-01-07,119161.0,177619.42857142858,-0.3291218142159481,-0.7563050817299587,HIGH,"HIGH ALERT — Revenue_d deviated on 2025-01-07
Actual: 119161.00 | Baseline: 177619.43
Drop: -32.9% | Z-score: -0.76
Reasons: Percent drop: -32.9%"
A61,2025-01-07,100648.0,154917.7142857143,-0.35031316164157195,-0.7495924254448699,HIGH,"HIGH ALERT — Revenue_d deviated on 2025-01-07
Actual: 100648.00 | Baseline: 154917.71
Drop: -35.0% | Z-score: -0.75
Reasons: Percent drop: -35.0%"
A60,2025-01-07,64808.0,150792.0,-0.570215926574354,-1.1146843835715337,HIGH,"HIGH ALERT — Revenue_d deviated on 2025-01-07
Actual: 64808.00 | Baseline: 150792.00
Drop: -57.0% | Z-score: -1.11
Reasons: Percent drop: -57.0%"
A79,2025-01-08,53181.0,142287.7142857143,-0.6262432054167913,-1.0741359470557172,HIGH,"HIGH ALERT — Revenue_d deviated on 2025-01-08
Actual: 53181.00 | Baseline: 142287.71
Drop: -62.6% | Z-score: -1.07
Reasons: Percent drop: -62.6%"
A77,2025-01-08,58232.0,109665.71428571429,-0.46900450720371,-0.8989260807641918,HIGH,"HIGH ALERT — Revenue_d deviated on 2025-01-08
Actual: 58232.00 | Baseline: 109665.71
Drop: -46.9% | Z-score: -0.90
Reasons: Percent drop: -46.9%"
A75,2025-01-08,82352.0,114708.0,-0.2820727412211877,-0.5113888012109057,HIGH,"HIGH ALERT — Revenue_d deviated on 2025-01-08
Actual: 82352.00 | Baseline: 114708.00
Drop: -28.2% | Z-score: -0.51
Reasons: Percent drop: -28.2%"
A74,2025-01-08,43249.0,111628.14285714286,-0.6125618603603545,-1.0275671914125446,HIGH,"HIGH ALERT — Revenue_d deviated on 2025-01-08
Actual: 43249.00 | Baseline: 111628.14
Drop: -61.3% | Z-score: -1.03
Reasons: Percent drop: -61.3%"
A72,2025-01-08,54016.0,93310.14285714286,-0.42111330723501195,-0.6409137666708892,HIGH,"HIGH ALERT — Revenue_d deviated on 2025-01-08
Actual: 54016.00 | Baseline: 93310.14
Drop: -42.1% | Z-score: -0.64
Reasons: Percent drop: -42.1%"
A89,2025-01-09,87956.0,140365.7142857143,-0.37337974271291324,-0.5559658314588324,HIGH,"HIGH ALERT — Revenue_d deviated on 2025-01-09
Actual: 87956.00 | Baseline: 140365.71
Drop: -37.3% | Z-score: -0.56
Reasons: Percent drop: -37.3%"
A88,2025-01-09,140810.0,164512.14285714287,-0.1440753396405824,-0.3033874141114279,MEDIUM,"MEDIUM ALERT — Revenue_d deviated on 2025-01-09
Actual: 140810.00 | Baseline: 164512.14
Drop: -14.4% | Z-score: -0.30
Reasons: Percent drop: -14.4%"
A87,2025-01-09,140607.0,176882.2857142857,-0.20508150699092859,-0.5746169103901352,HIGH,"HIGH ALERT — Revenue_d deviated on 2025-01-09
Actual: 140607.00 | Baseline: 176882.29
Drop: -20.5% | Z-score: -0.57
Reasons: Percent drop: -20.5%"
A86,2025-01-09,92275.0,158191.57142857142,-0.41668826495180794,-0.9920775403054936,HIGH,"HIGH ALERT — Revenue_d deviated on 2025-01-09
Actual: 92275.00 | Baseline: 158191.57
Drop: -41.7% | Z-score: -0.99
Reasons: Percent drop: -41.7%"
A84,2025-01-09,102936.0,134292.0,-0.23349119828433562,-0.6739052312096774,HIGH,"HIGH ALERT — Revenue_d deviated on 2025-01-09
Actual: 102936.00 | Baseline: 134292.00
Drop: -23.3% | Z-score: -0.67
Reasons: Percent drop: -23.3%"
A82,2025-01-09,83354.0,114536.28571428571,-0.27224809604941164,-1.0569897763728135,HIGH,"HIGH ALERT — Revenue_d deviated on 2025-01-09
Actual: 83354.00 | Baseline: 114536.29
Drop: -27.2% | Z-score: -1.06
Reasons: Percent drop: -27.2%"
A98,2025-01-10,137419.0,178446.2857142857,-0.22991392367771332,-0.5205104488208431,HIGH,"HIGH ALERT — Revenue_d deviated on 2025-01-10
Actual: 137419.00 | Baseline: 178446.29
Drop: -23.0% | Z-score: -0.52
Reasons: Percent drop: -23.0%"
A97,2025-01-10,71640.0,173975.42857142858,-0.5882177121892419,-1.211054628575876,HIGH,"HIGH ALERT — Revenue_d deviated on 2025-01-10
Actual: 71640.00 | Baseline: 173975.43
Drop: -58.8% | Z-score: -1.21
Reasons: Percent drop: -58.8%"
A96,2025-01-10,157896.0,184624.2857142857,-0.1447712342440632,-0.3545689006771275,MEDIUM,"MEDIUM ALERT — Revenue_d deviated on 2025-01-10
Actual: 157896.00 | Baseline: 184624.29
Drop: -14.5% | Z-score: -0.35
Reasons: Percent drop: -14.5%"
A93,2025-01-10,30663.0,152433.7142857143,-0.7988437128644207,-1.3926429565974279,HIGH,"HIGH ALERT — Revenue_d deviated on 2025-01-10
Actual: 30663.00 | Baseline: 152433.71
Drop: -79.9% | Z-score: -1.39
Reasons: Percent drop: -79.9%"
A92,2025-01-10,53556.0,138097.57142857142,-0.6121872423534912,-0.889427059385455,HIGH,"HIGH ALERT — Revenue_d deviated on 2025-01-10
Actual: 53556.00 | Baseline: 138097.57
Drop: -61.2% | Z-score: -0.89
Reasons: Percent drop: -61.2%"
A90,2025-01-10,54240.0,110967.42857142857,-0.5112079220157266,-0.7420794058484602,HIGH,"HIGH ALERT — Revenue_d deviated on 2025-01-10
Actual: 54240.00 | Baseline: 110967.43
Drop: -51.1% | Z-score: -0.74
Reasons: Percent drop: -51.1%"
A94,2025-01-10,94710.0,114263.14285714286,-0.1711237969498976,-0.2608878712774498,MEDIUM,"MEDIUM ALERT — Revenue_d deviated on 2025-01-10
Actual: 94710.00 | Baseline: 114263.14
Drop: -17.1% | Z-score: -0.26
Reasons: Percent drop: -17.1%"
A106,2025-01-11,50483.0,98918.42857142857,-0.4896502024034233,-0.6413602561393286,HIGH,"HIGH ALERT — Revenue_d deviated on 2025-01-11
Actual: 50483.00 | Baseline: 98918.43
Drop: -49.0% | Z-score: -0.64
Reasons: Percent drop: -49.0%"
A108,2025-01-11,39847.0,104365.71428571429,-0.6181983683749452,-0.780386629391599,HIGH,"HIGH ALERT — Revenue_d deviated on 2025-01-11
Actual: 39847.00 | Baseline: 104365.71
Drop: -61.8% | Z-score: -0.78
Reasons: Percent drop: -61.8%"
A103,2025-01-11,84288.0,141816.7142857143,-0.4056553881922038,-0.6272999426054782,HIGH,"HIGH ALERT — Revenue_d deviated on 2025-01-11
Actual: 84288.00 | Baseline: 141816.71
Drop: -40.6% | Z-score: -0.63
Reasons: Percent drop: -40.6%"
A101,2025-01-11,79486.0,132127.7142857143,-0.3984153859793663,-0.7108525631999313,HIGH,"HIGH ALERT — Revenue_d deviated on 2025-01-11
Actual: 79486.00 | Baseline: 132127.71
Drop: -39.8% | Z-score: -0.71
Reasons: Percent drop: -39.8%"
A119,2025-01-12,78330.0,136230.42857142858,-0.4250183250438071,-0.9545989738252192,HIGH,"HIGH ALERT — Revenue_d deviated on 2025-01-12
Actual: 78330.00 | Baseline: 136230.43
Drop: -42.5% | Z-score: -0.95
Reasons: Percent drop: -42.5%"
A117,2025-01-12,89250.0,122930.85714285714,-0.2739821223544943,-0.8236240597444127,HIGH,"HIGH ALERT — Revenue_d deviated on 2025-01-12
Actual: 89250.00 | Baseline: 122930.86
Drop: -27.4% | Z-score: -0.82
Reasons: Percent drop: -27.4%"
A115,2025-01-12,60574.0,109060.57142857143,-0.44458387475374106,-1.1138827684516306,HIGH,"HIGH ALERT — Revenue_d deviated on 2025-01-12
Actual: 60574.00 | Baseline: 109060.57
Drop: -44.5% | Z-score: -1.11
Reasons: Percent drop: -44.5%"
A111,2025-01-12,43985.0,123191.42857142857,-0.6429540552450309,-1.331268311151028,HIGH,"HIGH ALERT — Revenue_d deviated on 2025-01-12
Actual: 43985.00 | Baseline: 123191.43
Drop: -64.3% | Z-score: -1.33
Reasons: Percent drop: -64.3%"
A125,2025-01-13,59400.0,184752.57142857142,-0.6784889133574789,-1.2824022716200696,HIGH,"HIGH ALERT — Revenue_d deviated on 2025-01-13
Actual: 59400.00 | Baseline: 184752.57
Drop: -67.8% | Z-score: -1.28
Reasons: Percent drop: -67.8%"
A122,2025-01-13,187992.0,216216.14285714287,-0.13053670500352496,-0.34053712637414313,MEDIUM,"MEDIUM ALERT — Revenue_d deviated on 2025-01-13
Actual: 187992.00 | Baseline: 216216.14
Drop: -13.1% | Z-score: -0.34
Reasons: Percent drop: -13.1%"
A121,2025-01-13,78300.0,198828.14285714287,-0.6061925697497552,-1.2273912395467759,HIGH,"HIGH ALERT — Revenue_d deviated on 2025-01-13
Actual: 78300.00 | Baseline: 198828.14
Drop: -60.6% | Z-score: -1.23
Reasons: Percent drop: -60.6%"
A120,2025-01-13,131790.0,174817.7142857143,-0.2461290290947959,-0.48052220884927177,HIGH,"HIGH ALERT — Revenue_d deviated on 2025-01-13
Actual: 131790.00 | Baseline: 174817.71
Drop: -24.6% | Z-score: -0.48
Reasons: Percent drop: -24.6%"
A139,2025-01-14,86290.0,190573.0,-0.5472076317211777,-1.0159024205709501,HIGH,"HIGH ALERT — Revenue_d deviated on 2025-01-14
Actual: 86290.00 | Baseline: 190573.00
Drop: -54.7% | Z-score: -1.02
Reasons: Percent drop: -54.7%"
A138,2025-01-14,67745.0,170784.57142857142,-0.603330678917132,-0.9196399447912236,HIGH,"HIGH ALERT — Revenue_d deviated on 2025-01-14
Actual: 67745.00 | Baseline: 170784.57
Drop: -60.3% | Z-score: -0.92
Reasons: Percent drop: -60.3%"
A137,2025-01-14,124032.0,146654.2857142857,-0.15425587874301075,-0.22908658161020518,MEDIUM,"MEDIUM ALERT — Revenue_d deviated on 2025-01-14
Actual: 124032.00 | Baseline: 146654.29
Drop: -15.4% | Z-score: -0.23
Reasons: Percent drop: -15.4%"
A132,2025-01-14,128375.0,178707.7142857143,-0.2816482460586081,-0.4823215974447639,HIGH,"HIGH ALERT — Revenue_d deviated on 2025-01-14
Actual: 128375.00 | Baseline: 178707.71
Drop: -28.2% | Z-score: -0.48
Reasons: Percent drop: -28.2%"
A130,2025-01-14,68156.0,197188.42857142858,-0.6543610571179561,-1.3397821882235748,HIGH,"HIGH ALERT — Revenue_d deviated on 2025-01-14
Actual: 68156.00 | Baseline: 197188.43
Drop: -65.4% | Z-score: -1.34
Reasons: Percent drop: -65.4%"
A133,2025-01-14,134067.0,198622.0,-0.3250143488636707,-0.6787743620760592,HIGH,"HIGH ALERT — Revenue_d deviated on 2025-01-14
Actual: 134067.00 | Baseline: 198622.00
Drop: -32.5% | Z-score: -0.68
Reasons: Percent drop: -32.5%"
A149,2025-01-15,122882.0,175720.42857142858,-0.30069599192873747,-0.5882292305382618,HIGH,"HIGH ALERT — Revenue_d deviated on 2025-01-15
Actual: 122882.00 | Baseline: 175720.43
Drop: -30.1% | Z-score: -0.59
Reasons: Percent drop: -30.1%"
A148,2025-01-15,58121.0,135793.0,-0.5719882468168462,-1.2063439182695188,HIGH,"HIGH ALERT — Revenue_d deviated on 2025-01-15
Actual: 58121.00 | Baseline: 135793.00
Drop: -57.2% | Z-score: -1.21
Reasons: Percent drop: -57.2%"
A143,2025-01-15,101952.0,197407.0,-0.48354414990349887,-0.7394698593543096,HIGH,"HIGH ALERT — Revenue_d deviated on 2025-01-15
Actual: 101952.00 | Baseline: 197407.00
Drop: -48.4% | Z-score: -0.74
Reasons: Percent drop: -48.4%"
A144,2025-01-15,106734.0,262417.4285714286,-0.593266344461006,-1.2700301246092642,HIGH,"HIGH ALERT — Revenue_d deviated on 2025-01-15
Actual: 106734.00 | Baseline: 262417.43
Drop: -59.3% | Z-score: -1.27
Reasons: Percent drop: -59.3%"
A159,2025-01-16,133484.0,224985.57142857142,-0.40669973122085923,-0.7961086224397395,HIGH,"HIGH ALERT — Revenue_d deviated on 2025-01-16
Actual: 133484.00 | Baseline: 224985.57
Drop: -40.7% | Z-score: -0.80
Reasons: Percent drop: -40.7%"
A155,2025-01-16,62667.0,212635.0,-0.705283702118654,-1.2936112099449195,HIGH,"HIGH ALERT — Revenue_d deviated on 2025-01-16
Actual: 62667.00 | Baseline: 212635.00
Drop: -70.5% | Z-score: -1.29
Reasons: Percent drop: -70.5%"
A153,2025-01-16,47766.0,167304.7142857143,-0.714496987105649,-1.1392509061672444,HIGH,"HIGH ALERT — Revenue_d deviated on 2025-01-16
Actual: 47766.00 | Baseline: 167304.71
Drop: -71.4% | Z-score: -1.14
Reasons: Percent drop: -71.4%"
A152,2025-01-16,113935.0,168333.42857142858,-0.3231587987786146,-0.521717967772848,HIGH,"HIGH ALERT — Revenue_d deviated on 2025-01-16
Actual: 113935.00 | Baseline: 168333.43
Drop: -32.3% | Z-score: -0.52
Reasons: Percent drop: -32.3%"
A150,2025-01-16,143820.0,183122.14285714287,-0.21462255871373911,-0.31838588010177327,HIGH,"HIGH ALERT — Revenue_d deviated on 2025-01-16
Actual: 143820.00 | Baseline: 183122.14
Drop: -21.5% | Z-score: -0.32
Reasons: Percent drop: -21.5%"
A154,2025-01-16,120825.0,156619.7142857143,-0.22854539384751785,-0.31971357365482705,HIGH,"HIGH ALERT — Revenue_d deviated on 2025-01-16
Actual: 120825.00 | Baseline: 156619.71
Drop: -22.9% | Z-score: -0.32
Reasons: Percent drop: -22.9%"
A169,2025-01-17,67968.0,157377.0,-0.5681198650374578,-0.8038002428957768,HIGH,"HIGH ALERT — Revenue_d deviated on 2025-01-17
Actual: 67968.00 | Baseline: 157377.00
Drop: -56.8% | Z-score: -0.80
Reasons: Percent drop: -56.8%"
A160,2025-01-17,87705.0,135573.42857142858,-0.353081197959145,-0.4467585044866604,HIGH,"HIGH ALERT — Revenue_d deviated on 2025-01-17
Actual: 87705.00 | Baseline: 135573.43
Drop: -35.3% | Z-score: -0.45
Reasons: Percent drop: -35.3%"
A161,2025-01-17,37044.0,134041.7142857143,-0.7236382703891753,-0.8925381056540087,HIGH,"HIGH ALERT — Revenue_d deviated on 2025-01-17
Actual: 37044.00 | Baseline: 134041.71
Drop: -72.4% | Z-score: -0.89
Reasons: Percent drop: -72.4%"
A162,2025-01-17,78296.0,128950.42857142857,-0.39282094005116025,-0.45802507031853434,HIGH,"HIGH ALERT — Revenue_d deviated on 2025-01-17
Actual: 78296.00 | Baseline: 128950.43
Drop: -39.3% | Z-score: -0.46
Reasons: Percent drop: -39.3%"
A164,2025-01-17,69426.0,114712.0,-0.39477997070925447,-0.43884459474732623,HIGH,"HIGH ALERT — Revenue_d deviated on 2025-01-17
Actual: 69426.00 | Baseline: 114712.00
Drop: -39.5% | Z-score: -0.44
Reasons: Percent drop: -39.5%"
A167,2025-01-17,99885.0,145433.7142857143,-0.3131922643207117,-0.4231573780737342,HIGH,"HIGH ALERT — Revenue_d deviated on 2025-01-17
Actual: 99885.00 | Baseline: 145433.71
Drop: -31.3% | Z-score: -0.42
Reasons: Percent drop: -31.3%"
A168,2025-01-17,104936.0,155132.57142857142,-0.32357209686093363,-0.5072705770792547,HIGH,"HIGH ALERT — Revenue_d deviated on 2025-01-17
Actual: 104936.00 | Baseline: 155132.57
Drop: -32.4% | Z-score: -0.51
Reasons: Percent drop: -32.4%"
A177,2025-01-18,135194.0,163260.85714285713,-0.17191418466153197,-0.29924231234393317,MEDIUM,"MEDIUM ALERT — Revenue_d deviated on 2025-01-18
Actual: 135194.00 | Baseline: 163260.86
Drop: -17.2% | Z-score: -0.30
Reasons: Percent drop: -17.2%"
A179,2025-01-18,71500.0,144166.14285714287,-0.50404444078905,-1.264215356569548,HIGH,"HIGH ALERT — Revenue_d deviated on 2025-01-18
Actual: 71500.00 | Baseline: 144166.14
Drop: -50.4% | Z-score: -1.26
Reasons: Percent drop: -50.4%"
A178,2025-01-18,93945.0,125322.28571428571,-0.25037275322140856,-0.6692923853488985,HIGH,"HIGH ALERT — Revenue_d deviated on 2025-01-18
Actual: 93945.00 | Baseline: 125322.29
Drop: -25.0% | Z-score: -0.67
Reasons: Percent drop: -25.0%"
A170,2025-01-18,84567.0,138332.85714285713,-0.38867018475106624,-0.7255155851014576,HIGH,"HIGH ALERT — Revenue_d deviated on 2025-01-18
Actual: 84567.00 | Baseline: 138332.86
Drop: -38.9% | Z-score: -0.73
Reasons: Percent drop: -38.9%"
A173,2025-01-18,94595.0,136855.57142857142,-0.3087968650997036,-0.5636116694705321,HIGH,"HIGH ALERT — Revenue_d deviated on 2025-01-18
Actual: 94595.00 | Baseline: 136855.57
Drop: -30.9% | Z-score: -0.56
Reasons: Percent drop: -30.9%"
A172,2025-01-18,96045.0,131262.85714285713,-0.26830024813895775,-0.4599462124828506,HIGH,"HIGH ALERT — Revenue_d deviated on 2025-01-18
Actual: 96045.00 | Baseline: 131262.86
Drop: -26.8% | Z-score: -0.46
Reasons: Percent drop: -26.8%"
A171,2025-01-18,87150.0,114286.71428571429,-0.23744417236349186,-0.38685986535301486,HIGH,"HIGH ALERT — Revenue_d deviated on 2025-01-18
Actual: 87150.00 | Baseline: 114286.71
Drop: -23.7% | Z-score: -0.39
Reasons: Percent drop: -23.7%"
A174,2025-01-18,41084.0,109941.57142857143,-0.626310598746607,-0.9296220907723751,HIGH,"HIGH ALERT — Revenue_d deviated on 2025-01-18
Actual: 41084.00 | Baseline: 109941.57
Drop: -62.6% | Z-score: -0.93
Reasons: Percent drop: -62.6%"
A189,2025-01-19,54604.0,104321.42857142857,-0.47657925368024645,-0.6463181232457894,HIGH,"HIGH ALERT — Revenue_d deviated on 2025-01-19
Actual: 54604.00 | Baseline: 104321.43
Drop: -47.7% | Z-score: -0.65
Reasons: Percent drop: -47.7%"
A186,2025-01-19,22793.0,113361.14285714286,-0.7989346311661341,-0.7928892144295099,HIGH,"HIGH ALERT — Revenue_d deviated on 2025-01-19
Actual: 22793.00 | Baseline: 113361.14
Drop: -79.9% | Z-score: -0.79
Reasons: Percent drop: -79.9%"
A182,2025-01-19,15912.0,133440.0,-0.8807553956834533,-0.9605890851573878,HIGH,"HIGH ALERT — Revenue_d deviated on 2025-01-19
Actual: 15912.00 | Baseline: 133440.00
Drop: -88.1% | Z-score: -0.96
Reasons: Percent drop: -88.1%"
A181,2025-01-19,98331.0,139686.7142857143,-0.2960604700109531,-0.34835742725828567,HIGH,"HIGH ALERT — Revenue_d deviated on 2025-01-19
Actual: 98331.00 | Baseline: 139686.71
Drop: -29.6% | Z-score: -0.35
Reasons: Percent drop: -29.6%"
A180,2025-01-19,67232.0,98100.42857142857,-0.3146615057746944,-0.4372921663549264,HIGH,"HIGH ALERT — Revenue_d deviated on 2025-01-19
Actual: 67232.00 | Baseline: 98100.43
Drop: -31.5% | Z-score: -0.44
Reasons: Percent drop: -31.5%"
A184,2025-01-19,55446.0,86947.57142857143,-0.36230536300200616,-0.4485595906555578,HIGH,"HIGH ALERT — Revenue_d deviated on 2025-01-19
Actual: 55446.00 | Baseline: 86947.57
Drop: -36.2% | Z-score: -0.45
Reasons: Percent drop: -36.2%"
A198,2025-01-20,25632.0,74090.71428571429,-0.654045716158763,-0.9439896642349063,HIGH,"HIGH ALERT — Revenue_d deviated on 2025-01-20
Actual: 25632.00 | Baseline: 74090.71
Drop: -65.4% | Z-score: -0.94
Reasons: Percent drop: -65.4%"
A192,2025-01-20,38570.0,163821.2857142857,-0.7645605097540962,-1.0830387249507354,HIGH,"HIGH ALERT — Revenue_d deviated on 2025-01-20
Actual: 38570.00 | Baseline: 163821.29
Drop: -76.5% | Z-score: -1.08
Reasons: Percent drop: -76.5%"
A194,2025-01-20,106527.0,193941.2857142857,-0.4507255141283555,-0.9117411925049068,HIGH,"HIGH ALERT — Revenue_d deviated on 2025-01-20
Actual: 106527.00 | Baseline: 193941.29
Drop: -45.1% | Z-score: -0.91
Reasons: Percent drop: -45.1%"
